z;id;descricao;id;descricao
4689702444964893646;35;Wargame;8;Survival horror
4692931795613204722;30;Real-time tactics (RTT);36;Grand strategy wargame
4694413858018526650;26;Vehicle simulation;1;Platform games
4696185109809472546;43;Party game;46;Trivia game
4706879019075687419;41;MMO;48;Advergame
4709445932310997911;25;Life simulation;4;Beat em up games
4721712971541386991;42;Casual games;29;Real-time strategy (RTS)
4741460548833660820;13;Interactive movie;41;MMO
4741693703737968828;5;Stealth game;4;Beat em up games
4743939533817570055;36;Grand strategy wargame;32;Tower defense
4760618851065363116;27;4X game;44;Programming game
4766001532304919065;19;Sandbox RPG;46;Trivia game
4766481224385726016;40;Sports-based fighting;32;Tower defense
4766977179884307377;22;Choices;18;Tactical RPG
4784376151797231758;42;Casual games;26;Vehicle simulation
4786202164425711807;11;Graphic adventures;36;Grand strategy wargame
4793857354424139162;12;Visual novels;34;Turn-based tactics (TBT)
4801635557222303638;49;Art game;21;Cultural differences
4801686090221662103;9;Metroidvania;43;Party game
4804599907130970980;1;Platform games;41;MMO
4811860252217965325;48;Advergame;22;Choices
4827772475036936709;34;Turn-based tactics (TBT);50;Casual game
4836735748802845152;17;Roguelikes;14;Real-time 3D adventures
4839679460112369869;48;Advergame;27;4X game
4869283967433833233;31;Multiplayer online battle arena (MOBA);39;Competitive
4870360085597468823;15;Action RPG;16;MMORPG
4881802660121527991;14;Real-time 3D adventures;30;Real-time tactics (RTT)
4885192672490772340;23;Fantasy;6;Survival games
4886787926648862785;4;Beat em up games;14;Real-time 3D adventures
4899980101543416107;56;Serious game;30;Real-time tactics (RTT)
4902383437674760365;15;Action RPG;12;Visual novels
4902668759602425766;35;Wargame;56;Serious game
4903530027912311553;4;Beat em up games;39;Competitive
4913756030043616285;26;Vehicle simulation;28;Artillery game
4915171763539236919;8;Survival horror;52;Educational game
4917842405922448202;18;Tactical RPG;49;Art game
4919127993319356201;9;Metroidvania;41;MMO
4923006689543221125;3;Fighting games;10;Text adventures
4939685086141592940;52;Educational game;15;Action RPG
4942395018370249289;34;Turn-based tactics (TBT);41;MMO
4943642931601820657;51;Christian game;27;4X game
4948351739580900541;13;Interactive movie;16;MMORPG
4948675685821542895;12;Visual novels;30;Real-time tactics (RTT)
4952616977536370899;51;Christian game;45;Logic game
4954321534667764011;7;Rhythm games;5;Stealth game
4958556403921903152;47;Board game / Card game;7;Rhythm games
4958937062189812979;1;Platform games;53;Electronic sports
4962477248087064402;3;Fighting games;40;Sports-based fighting
4983514653770005203;41;MMO;2;Shooter games
4991210673820437247;50;Casual game;33;Turn-based strategy (TBS)
4999439417351279827;35;Wargame;16;MMORPG
5002842294200406718;43;Party game;27;4X game
5009602277911401277;47;Board game / Card game;25;Life simulation
5011972281278077205;42;Casual games;38;Sports game
5016433183051304844;16;MMORPG;26;Vehicle simulation
5032034649513887814;51;Christian game;53;Electronic sports
5032649559784255093;11;Graphic adventures;35;Wargame
5035092812133120015;10;Text adventures;3;Fighting games
5047489649387971403;9;Metroidvania;8;Survival horror
5058564026702426467;3;Fighting games;6;Survival games
5060047445114875193;24;Construction and management simulation;9;Metroidvania
5062338353864105417;49;Art game;8;Survival horror
5072468920698718664;43;Party game;26;Vehicle simulation
5079972051682561288;4;Beat em up games;44;Programming game
5083891505810758303;16;MMORPG;22;Choices
5087549079984962247;37;Racing;49;Art game
5089001302666298794;41;MMO;10;Text adventures
5089250063969976082;50;Casual game;32;Tower defense
5091277326001169361;54;Exergame;8;Survival horror
5092198248297948929;26;Vehicle simulation;8;Survival horror
5094686914426166161;46;Trivia game;11;Graphic adventures
5096004156187839983;10;Text adventures;14;Real-time 3D adventures
5098438477363160259;38;Sports game;14;Real-time 3D adventures
5107879102345796589;39;Competitive;17;Roguelikes
5108849418107828048;46;Trivia game;13;Interactive movie
5113932996304317679;39;Competitive;35;Wargame
5125894778996008883;45;Logic game;15;Action RPG
5135571819565353409;39;Competitive;4;Beat em up games
5141598453666616325;51;Christian game;23;Fantasy
5143229950692390867;4;Beat em up games;16;MMORPG
5146594799041069302;30;Real-time tactics (RTT);33;Turn-based strategy (TBS)
5147947261927690885;56;Serious game;34;Turn-based tactics (TBT)
5151469127250145076;44;Programming game;36;Grand strategy wargame
5154723701868922626;43;Party game;4;Beat em up games
5157930397640216124;50;Casual game;47;Board game / Card game
5165373435123033561;3;Fighting games;8;Survival horror
5165606594424267279;44;Programming game;5;Stealth game
5170105325595611918;21;Cultural differences;16;MMORPG
5195372851501467612;25;Life simulation;20;First-person party-based RPG
5198317352226769378;34;Turn-based tactics (TBT);30;Real-time tactics (RTT)
5200014217048327294;27;4X game;3;Fighting games
5211080803512271023;21;Cultural differences;13;Interactive movie
5215271933305578095;15;Action RPG;19;Sandbox RPG
5220146410443281190;24;Construction and management simulation;34;Turn-based tactics (TBT)
5224816823908152099;8;Survival horror;27;4X game
5230285505510832111;32;Tower defense;38;Sports game
5232154204914454635;36;Grand strategy wargame;28;Artillery game
5240277444574575478;12;Visual novels;32;Tower defense
5241724080895358125;49;Art game;56;Serious game
5253934064672703869;24;Construction and management simulation;50;Casual game
5257559900251420166;42;Casual games;11;Graphic adventures
5279475787938732800;6;Survival games;25;Life simulation
5284641731997868927;14;Real-time 3D adventures;46;Trivia game
5284692476933554921;27;4X game;40;Sports-based fighting
5288327751103560669;7;Rhythm games;40;Sports-based fighting
5291889433371773853;55;Personalized game;10;Text adventures
5299781004281774736;42;Casual games;20;First-person party-based RPG
5309097092362187231;37;Racing;2;Shooter games
5326992482013005799;33;Turn-based strategy (TBS);9;Metroidvania
5340495980313931313;46;Trivia game;51;Christian game
5342960465554328913;52;Educational game;48;Advergame
5351883983986259557;35;Wargame;49;Art game
5356554626121763226;19;Sandbox RPG;44;Programming game
5358817546142097230;17;Roguelikes;47;Board game / Card game
5379721912737106883;12;Visual novels;38;Sports game
5388497150028709617;35;Wargame;53;Electronic sports
5389663147759679682;34;Turn-based tactics (TBT);35;Wargame
5391502089687613985;9;Metroidvania;40;Sports-based fighting
5392512273342108871;56;Serious game;3;Fighting games
5393037675386681445;54;Exergame;14;Real-time 3D adventures
5404228249761624289;32;Tower defense;29;Real-time strategy (RTS)
5407596434922177952;2;Shooter games;31;Multiplayer online battle arena (MOBA)
5409682781174439767;25;Life simulation;19;Sandbox RPG
5416081416981758433;7;Rhythm games;22;Choices
5418394694492344284;47;Board game / Card game;45;Logic game
5433188177414721801;36;Grand strategy wargame;22;Choices
5433204284507015476;5;Stealth game;29;Real-time strategy (RTS)
5437780380601294058;27;4X game;27;4X game
5438053393364085170;10;Text adventures;11;Graphic adventures
5453411076822145818;54;Exergame;12;Visual novels
5455187817031555955;26;Vehicle simulation;25;Life simulation
5464419304481173463;29;Real-time strategy (RTS);23;Fantasy
5468358284302612838;50;Casual game;25;Life simulation
5468525477179433998;38;Sports game;8;Survival horror
5468939520100197164;21;Cultural differences;33;Turn-based strategy (TBS)
5481760014393243701;29;Real-time strategy (RTS);7;Rhythm games
5485541682383276418;19;Sandbox RPG;50;Casual game
5493754141317946017;50;Casual game;34;Turn-based tactics (TBT)
5495868656950321078;34;Turn-based tactics (TBT);45;Logic game
5496986658051253090;26;Vehicle simulation;22;Choices
5511812524761562183;33;Turn-based strategy (TBS);5;Stealth game
5517635982669446680;44;Programming game;46;Trivia game
5525329101736150640;8;Survival horror;7;Rhythm games
5538910459044624998;20;First-person party-based RPG;56;Serious game
5555169596156373461;13;Interactive movie;7;Rhythm games
5563542354522162164;15;Action RPG;51;Christian game
5580739142484960323;12;Visual novels;55;Personalized game
5582462750714123742;31;Multiplayer online battle arena (MOBA);14;Real-time 3D adventures
5595778290221813524;37;Racing;48;Advergame
5599439002749186146;15;Action RPG;1;Platform games
5601306050983842522;53;Electronic sports;24;Construction and management simulation
5602915606379491240;37;Racing;9;Metroidvania
5617510564864592180;52;Educational game;45;Logic game
5620118599815342005;26;Vehicle simulation;3;Fighting games
5623005916184882391;37;Racing;47;Board game / Card game
5627470260313272312;8;Survival horror;25;Life simulation
5633605896823551203;13;Interactive movie;56;Serious game
5634077536679136860;48;Advergame;41;MMO
5649981238547658426;10;Text adventures;38;Sports game
5650935324706562265;44;Programming game;33;Turn-based strategy (TBS)
5655919933075292044;10;Text adventures;37;Racing
5657866600009298039;24;Construction and management simulation;21;Cultural differences
5676020877233259963;15;Action RPG;21;Cultural differences
5689968448470086042;47;Board game / Card game;56;Serious game
5701774687442713476;20;First-person party-based RPG;34;Turn-based tactics (TBT)
5707322126829060263;45;Logic game;52;Educational game
5709679950575063455;25;Life simulation;40;Sports-based fighting
5713452187496595826;51;Christian game;38;Sports game
5725034835049397230;42;Casual games;25;Life simulation
5736083866191912555;26;Vehicle simulation;9;Metroidvania
5736163337830608047;4;Beat em up games;40;Sports-based fighting
5736183631912724764;35;Wargame;32;Tower defense
5741460036636622362;11;Graphic adventures;7;Rhythm games
5767505401211087341;23;Fantasy;3;Fighting games
5773560422864236587;53;Electronic sports;12;Visual novels
5782541576561255352;4;Beat em up games;25;Life simulation
5792686661227599378;9;Metroidvania;54;Exergame
5806563876129474448;1;Platform games;31;Multiplayer online battle arena (MOBA)
5809155966436961591;40;Sports-based fighting;30;Real-time tactics (RTT)
5818054244711212838;28;Artillery game;50;Casual game
5818577178058764584;6;Survival games;7;Rhythm games
5828199644798626192;11;Graphic adventures;33;Turn-based strategy (TBS)
5828325260668501000;26;Vehicle simulation;50;Casual game
5828742360941237370;37;Racing;40;Sports-based fighting
5831343239087952470;2;Shooter games;33;Turn-based strategy (TBS)
5836502812850628396;55;Personalized game;23;Fantasy
5842594587556977560;12;Visual novels;25;Life simulation
5843914627066068250;56;Serious game;7;Rhythm games
5846055665488804071;56;Serious game;28;Artillery game
5848052005578946613;31;Multiplayer online battle arena (MOBA);51;Christian game
5852827505880905112;47;Board game / Card game;38;Sports game
5853462020255352293;38;Sports game;17;Roguelikes
5855902186626269950;1;Platform games;30;Real-time tactics (RTT)
5865458971248761190;56;Serious game;46;Trivia game
5866042969604788665;5;Stealth game;5;Stealth game
5880781531034846967;56;Serious game;41;MMO
5890501015081135946;29;Real-time strategy (RTS);2;Shooter games
5893374930823421650;10;Text adventures;22;Choices
5894775530863023104;21;Cultural differences;3;Fighting games
5897888599386184449;32;Tower defense;4;Beat em up games
5905999758788197114;44;Programming game;37;Racing
5912468784278250994;12;Visual novels;56;Serious game
5927376705764796241;44;Programming game;2;Shooter games
5927430009781487529;10;Text adventures;53;Electronic sports
5928130903081750776;48;Advergame;15;Action RPG
5937498390262256851;33;Turn-based strategy (TBS);25;Life simulation
5938668967280104106;36;Grand strategy wargame;36;Grand strategy wargame
5941017155618708496;14;Real-time 3D adventures;49;Art game
5945305042584973083;5;Stealth game;47;Board game / Card game
5949265971595882717;17;Roguelikes;23;Fantasy
5952399871260312383;9;Metroidvania;47;Board game / Card game
5961910021617186296;52;Educational game;22;Choices
5962129299454099872;41;MMO;54;Exergame
5968206695156839742;38;Sports game;47;Board game / Card game
5969245715648245085;50;Casual game;19;Sandbox RPG
5969478580025732449;32;Tower defense;54;Exergame
5972374119632985164;52;Educational game;26;Vehicle simulation
5975580348597284361;22;Choices;23;Fantasy
5976323957352815047;30;Real-time tactics (RTT);51;Christian game
5985588967961718953;8;Survival horror;53;Electronic sports
5986194393888028558;19;Sandbox RPG;49;Art game
5988509985547232964;5;Stealth game;9;Metroidvania
5992256456097159463;41;MMO;45;Logic game
6001338351276442477;33;Turn-based strategy (TBS);21;Cultural differences
6009692295115285680;50;Casual game;36;Grand strategy wargame
6022510926618045212;34;Turn-based tactics (TBT);25;Life simulation
6035066118181019173;48;Advergame;8;Survival horror
6036207760984458379;7;Rhythm games;2;Shooter games
6042217137287065767;35;Wargame;29;Real-time strategy (RTS)
6049917300356788219;38;Sports game;50;Casual game
6055126180024203494;21;Cultural differences;52;Educational game
6058654665556525710;38;Sports game;52;Educational game
6059467677314303490;16;MMORPG;6;Survival games
6061191180861175176;30;Real-time tactics (RTT);2;Shooter games
6061486794552241753;26;Vehicle simulation;6;Survival games
6067816290241497487;3;Fighting games;49;Art game
6072043387928948531;23;Fantasy;43;Party game
6078857661455488250;42;Casual games;39;Competitive
6085541698467924872;40;Sports-based fighting;39;Competitive
6086760250669269604;7;Rhythm games;37;Racing
6089968262100785554;56;Serious game;11;Graphic adventures
6102500232108268786;7;Rhythm games;24;Construction and management simulation
6108112250198959832;49;Art game;44;Programming game
6112028793756673805;36;Grand strategy wargame;25;Life simulation
6120133732261657479;4;Beat em up games;33;Turn-based strategy (TBS)
6134354508987575149;40;Sports-based fighting;28;Artillery game
6138450011312901412;18;Tactical RPG;54;Exergame
6146387921859477017;53;Electronic sports;51;Christian game
6150069090119113470;44;Programming game;40;Sports-based fighting
6154979415666678372;48;Advergame;40;Sports-based fighting
6169129516320588756;43;Party game;56;Serious game
6171077170458691199;7;Rhythm games;17;Roguelikes
6176997717754068390;21;Cultural differences;19;Sandbox RPG
6177828185465748896;31;Multiplayer online battle arena (MOBA);52;Educational game
6183692855628918104;18;Tactical RPG;13;Interactive movie
6200213964460015421;54;Exergame;41;MMO
6202385831527729955;26;Vehicle simulation;18;Tactical RPG
6203250464586960901;49;Art game;37;Racing
6218807645416318144;20;First-person party-based RPG;38;Sports game
6226045650689865254;6;Survival games;28;Artillery game
6243133956344040300;10;Text adventures;49;Art game
6244282486225787141;17;Roguelikes;50;Casual game
6244746578272505115;43;Party game;45;Logic game
6244961138205053282;33;Turn-based strategy (TBS);31;Multiplayer online battle arena (MOBA)
6251851138342760473;8;Survival horror;48;Advergame
6262693653402985734;42;Casual games;23;Fantasy
6263684814537383303;44;Programming game;55;Personalized game
6267001751176556737;38;Sports game;48;Advergame
6272092763230751076;20;First-person party-based RPG;46;Trivia game
6273946493492060630;39;Competitive;48;Advergame
6286910769909471775;44;Programming game;54;Exergame
6289347018362687710;1;Platform games;19;Sandbox RPG
6290990009293506526;7;Rhythm games;9;Metroidvania
6291561050690156650;38;Sports game;54;Exergame
6298663456468912697;1;Platform games;55;Personalized game
6301252524314964363;46;Trivia game;45;Logic game
6308181554975930618;13;Interactive movie;54;Exergame
6310730086647976565;27;4X game;49;Art game
6326731975904779504;31;Multiplayer online battle arena (MOBA);9;Metroidvania
6345067945593965104;1;Platform games;8;Survival horror
6358516885942954657;42;Casual games;5;Stealth game
6360987538363790323;23;Fantasy;49;Art game
6361318392875558717;4;Beat em up games;29;Real-time strategy (RTS)
6370515255463205544;1;Platform games;25;Life simulation
6371624358591313691;2;Shooter games;44;Programming game
6377082235440162178;37;Racing;5;Stealth game
6379809037565480271;50;Casual game;56;Serious game
6380334987767990802;44;Programming game;9;Metroidvania
6388521231726861155;5;Stealth game;46;Trivia game
6392556349988019105;33;Turn-based strategy (TBS);19;Sandbox RPG
6393126674056767458;49;Art game;14;Real-time 3D adventures
6396801589171332118;16;MMORPG;7;Rhythm games
6402440700953722881;43;Party game;17;Roguelikes
6408031247798863341;32;Tower defense;14;Real-time 3D adventures
6414403173978964703;14;Real-time 3D adventures;13;Interactive movie
6416054519094103740;52;Educational game;21;Cultural differences
6424587154484459634;2;Shooter games;38;Sports game
6425439894987349814;2;Shooter games;50;Casual game
6433178216916052796;54;Exergame;21;Cultural differences
6437695025926227862;54;Exergame;26;Vehicle simulation
6445171369391445288;52;Educational game;13;Interactive movie
6445471776273235290;23;Fantasy;56;Serious game
6448317690450432329;53;Electronic sports;31;Multiplayer online battle arena (MOBA)
6453003971101843396;51;Christian game;3;Fighting games
6453686687559668747;43;Party game;6;Survival games
6461112879737666332;7;Rhythm games;12;Visual novels
6463353359808874389;33;Turn-based strategy (TBS);36;Grand strategy wargame
6464681956609897588;1;Platform games;40;Sports-based fighting
6470770835228451600;45;Logic game;20;First-person party-based RPG
6476933453964092608;40;Sports-based fighting;34;Turn-based tactics (TBT)
6476953965102017201;44;Programming game;7;Rhythm games
6505029733688096580;10;Text adventures;27;4X game
6507009024261571973;38;Sports game;6;Survival games
6510447609650796762;2;Shooter games;17;Roguelikes
6515895599715040361;30;Real-time tactics (RTT);24;Construction and management simulation
6516637184247253910;31;Multiplayer online battle arena (MOBA);18;Tactical RPG
6519229927612932627;47;Board game / Card game;3;Fighting games
6520615783705009582;4;Beat em up games;15;Action RPG
6524960105167575657;34;Turn-based tactics (TBT);2;Shooter games
6527464549489593312;17;Roguelikes;17;Roguelikes
6527804589948321458;52;Educational game;4;Beat em up games
6528272711953204646;55;Personalized game;52;Educational game
6534993366793683096;48;Advergame;11;Graphic adventures
6547940067026501017;16;MMORPG;45;Logic game
6551441142745851332;40;Sports-based fighting;46;Trivia game
6556789263896743264;31;Multiplayer online battle arena (MOBA);23;Fantasy
6562332121830774449;22;Choices;25;Life simulation
6565491658085030691;50;Casual game;18;Tactical RPG
6569761016187045403;1;Platform games;46;Trivia game
6570468057003840502;7;Rhythm games;39;Competitive
6573563593093126233;12;Visual novels;23;Fantasy
6574820384456712640;41;MMO;49;Art game
6594879329248805738;48;Advergame;4;Beat em up games
6599314680512630525;6;Survival games;31;Multiplayer online battle arena (MOBA)
6617512748064738824;31;Multiplayer online battle arena (MOBA);1;Platform games
6621821467902306370;31;Multiplayer online battle arena (MOBA);32;Tower defense
6626445910844012088;55;Personalized game;43;Party game
6640032417137273045;22;Choices;4;Beat em up games
6642313075658617554;23;Fantasy;55;Personalized game
6648573854311075585;38;Sports game;43;Party game
6648765252008259682;44;Programming game;20;First-person party-based RPG
6649779404016179781;31;Multiplayer online battle arena (MOBA);49;Art game
6652490521078560440;35;Wargame;48;Advergame
6660617898166997149;5;Stealth game;10;Text adventures
6662606862623377144;14;Real-time 3D adventures;8;Survival horror
6671165983608803468;29;Real-time strategy (RTS);54;Exergame
6673076727517916133;28;Artillery game;17;Roguelikes
6686128797979759696;13;Interactive movie;47;Board game / Card game
6691930974828739172;17;Roguelikes;45;Logic game
6694477916944548623;45;Logic game;26;Vehicle simulation
6695272517554046752;40;Sports-based fighting;49;Art game
6696735292026268031;37;Racing;55;Personalized game
6697228870084753331;36;Grand strategy wargame;56;Serious game
6702311879699763972;24;Construction and management simulation;1;Platform games
6709557218180711473;13;Interactive movie;19;Sandbox RPG
6709724107709867773;27;4X game;32;Tower defense
6716457037802813812;19;Sandbox RPG;56;Serious game
6724418856971094481;26;Vehicle simulation;36;Grand strategy wargame
6739429240062936333;18;Tactical RPG;48;Advergame
6770600232201500910;14;Real-time 3D adventures;3;Fighting games
6770879004668112671;15;Action RPG;50;Casual game
6794038328896735972;39;Competitive;55;Personalized game
6813534806834956680;48;Advergame;26;Vehicle simulation
6831305535669460060;7;Rhythm games;10;Text adventures
6833204143656991930;42;Casual games;48;Advergame
6835448779909012575;34;Turn-based tactics (TBT);32;Tower defense
6839112989879414842;52;Educational game;52;Educational game
6842920184746958769;14;Real-time 3D adventures;35;Wargame
6846391921029839970;45;Logic game;2;Shooter games
6849813431330129552;35;Wargame;28;Artillery game
6854554601288257268;4;Beat em up games;52;Educational game
6856536868685387765;46;Trivia game;35;Wargame
6869980146073675797;27;4X game;17;Roguelikes
6874408377698837514;9;Metroidvania;11;Graphic adventures
6889152332878648736;14;Real-time 3D adventures;33;Turn-based strategy (TBS)
6889387313931274982;28;Artillery game;32;Tower defense
6889960028817857217;23;Fantasy;15;Action RPG
6899478809111014111;16;MMORPG;34;Turn-based tactics (TBT)
6902606147710139581;5;Stealth game;36;Grand strategy wargame
6904036772975270963;49;Art game;43;Party game
6914118931967755227;17;Roguelikes;6;Survival games
6928324286160340733;24;Construction and management simulation;44;Programming game
6931009760572217919;31;Multiplayer online battle arena (MOBA);21;Cultural differences
6934281976543480890;47;Board game / Card game;28;Artillery game
6942353897557618291;50;Casual game;35;Wargame
6944439684254646169;13;Interactive movie;21;Cultural differences
6952448051420972396;5;Stealth game;22;Choices
6967441783306573144;23;Fantasy;31;Multiplayer online battle arena (MOBA)
6976253636081750986;12;Visual novels;16;MMORPG
6984777052484586038;7;Rhythm games;20;First-person party-based RPG
6988498516271246549;49;Art game;1;Platform games
6989147377648142486;10;Text adventures;12;Visual novels
6989295868232892838;53;Electronic sports;49;Art game
6990222538352822494;5;Stealth game;33;Turn-based strategy (TBS)
6996447428836464523;36;Grand strategy wargame;12;Visual novels
7007026317645761057;27;4X game;19;Sandbox RPG
7007785915400027197;23;Fantasy;11;Graphic adventures
7023193390379990841;21;Cultural differences;28;Artillery game
7024031731714514988;13;Interactive movie;20;First-person party-based RPG
7024840417250674828;8;Survival horror;22;Choices
7028543856069292021;8;Survival horror;44;Programming game
7035979721234021236;47;Board game / Card game;9;Metroidvania
7039242326938734011;33;Turn-based strategy (TBS);32;Tower defense
7039541159408307031;22;Choices;35;Wargame
7041142122643007314;44;Programming game;19;Sandbox RPG
7041729135144878397;14;Real-time 3D adventures;32;Tower defense
7043381615034966545;42;Casual games;1;Platform games
7048027609799214762;15;Action RPG;39;Competitive
7049530440510428860;28;Artillery game;20;First-person party-based RPG
7057721072176593903;12;Visual novels;46;Trivia game
7086126397665641751;31;Multiplayer online battle arena (MOBA);4;Beat em up games
7106826029981042275;3;Fighting games;42;Casual games
7108462498053769323;29;Real-time strategy (RTS);47;Board game / Card game
7122714020593770517;26;Vehicle simulation;11;Graphic adventures
7124737980336645660;23;Fantasy;44;Programming game
7125161550674161149;40;Sports-based fighting;10;Text adventures
7129454547522778417;1;Platform games;37;Racing
7136681480322526905;40;Sports-based fighting;19;Sandbox RPG
7137214835101449430;39;Competitive;46;Trivia game
7141170205993955654;41;MMO;19;Sandbox RPG
7146744627742710821;40;Sports-based fighting;27;4X game
7151554698052620783;23;Fantasy;10;Text adventures
7171907480787207927;7;Rhythm games;30;Real-time tactics (RTT)
7184381290984661000;46;Trivia game;32;Tower defense
7191981563637825403;50;Casual game;8;Survival horror
7192387657931694949;2;Shooter games;21;Cultural differences
7194876542663644589;18;Tactical RPG;6;Survival games
7205170564405037887;46;Trivia game;1;Platform games
7218751977773175121;16;MMORPG;11;Graphic adventures
7228447070278639993;21;Cultural differences;6;Survival games
7232220808048335463;14;Real-time 3D adventures;12;Visual novels
7236174729249158978;55;Personalized game;20;First-person party-based RPG
7237627828734724447;45;Logic game;16;MMORPG
7240291245882731076;47;Board game / Card game;52;Educational game
7256948395578466097;38;Sports game;18;Tactical RPG
7260604724532665353;44;Programming game;34;Turn-based tactics (TBT)
7262069331536661567;40;Sports-based fighting;6;Survival games
7267137564702755766;10;Text adventures;15;Action RPG
7269951011400626034;16;MMORPG;27;4X game
7270217502012554359;15;Action RPG;52;Educational game
7275663086645641269;56;Serious game;13;Interactive movie
7291126937588436059;26;Vehicle simulation;40;Sports-based fighting
7295300867127406358;49;Art game;12;Visual novels
7295834678007653143;40;Sports-based fighting;7;Rhythm games
7304294285403473736;29;Real-time strategy (RTS);33;Turn-based strategy (TBS)
7308069015267785495;27;4X game;47;Board game / Card game
7309198551673693835;36;Grand strategy wargame;31;Multiplayer online battle arena (MOBA)
7313091636356869362;8;Survival horror;8;Survival horror
7318876973419656625;2;Shooter games;54;Exergame
7319259189213747904;52;Educational game;50;Casual game
7319704977564315191;47;Board game / Card game;53;Electronic sports
7327198481164979165;43;Party game;30;Real-time tactics (RTT)
7332591711717646050;43;Party game;18;Tactical RPG
7333672470266962202;48;Advergame;25;Life simulation
7338745289089712034;41;MMO;43;Party game
7343494384594188933;49;Art game;25;Life simulation
7360444572505513519;3;Fighting games;56;Serious game
7362864392881355137;41;MMO;1;Platform games
7364592288341177798;15;Action RPG;46;Trivia game
7367144557793704363;6;Survival games;43;Party game
7368085796786798350;19;Sandbox RPG;22;Choices
7376262832865202162;28;Artillery game;47;Board game / Card game
7393097113667942862;8;Survival horror;29;Real-time strategy (RTS)
7396937384109153350;25;Life simulation;51;Christian game
7398447726588710373;56;Serious game;15;Action RPG
7399146548981907444;47;Board game / Card game;30;Real-time tactics (RTT)
7404779675653977313;37;Racing;15;Action RPG
7407849757884432385;53;Electronic sports;46;Trivia game
7413835666679122232;43;Party game;11;Graphic adventures
7413931400798153259;22;Choices;53;Electronic sports
7420467138034640053;6;Survival games;49;Art game
7448067338081175005;50;Casual game;42;Casual games
7449952407563361040;36;Grand strategy wargame;13;Interactive movie
7450488206572031501;43;Party game;12;Visual novels
7452060169036353999;19;Sandbox RPG;32;Tower defense
7457622617458830631;27;4X game;41;MMO
7464094153173558490;4;Beat em up games;12;Visual novels
7468989840120045055;23;Fantasy;13;Interactive movie
7474316096077255249;53;Electronic sports;41;MMO
7481186684020440033;2;Shooter games;45;Logic game
7486930467013578919;20;First-person party-based RPG;22;Choices
7493904764192870972;29;Real-time strategy (RTS);40;Sports-based fighting
7495241487749746287;37;Racing;46;Trivia game
7501712772941445740;17;Roguelikes;26;Vehicle simulation
7506489449829631016;32;Tower defense;17;Roguelikes
7512849695897872223;41;MMO;27;4X game
7515503336544956790;42;Casual games;40;Sports-based fighting
7521518387539482213;47;Board game / Card game;21;Cultural differences
7525652328528417208;43;Party game;3;Fighting games
7529914003190183955;23;Fantasy;53;Electronic sports
7530066619265456316;39;Competitive;19;Sandbox RPG
7530848574911124485;53;Electronic sports;45;Logic game
7533951496633536315;24;Construction and management simulation;18;Tactical RPG
7540142690983634023;30;Real-time tactics (RTT);26;Vehicle simulation
7541259511415352652;15;Action RPG;36;Grand strategy wargame
7545228289771039176;41;MMO;9;Metroidvania
7548325338721978455;16;MMORPG;39;Competitive
7549514896499557081;40;Sports-based fighting;43;Party game
7551479973576505915;38;Sports game;4;Beat em up games
7558610113979636246;50;Casual game;30;Real-time tactics (RTT)
7558749911584481083;53;Electronic sports;25;Life simulation
7560897671249968502;26;Vehicle simulation;7;Rhythm games
7566680003436612986;24;Construction and management simulation;15;Action RPG
7581909021910505837;28;Artillery game;9;Metroidvania
7588454315282035918;33;Turn-based strategy (TBS);24;Construction and management simulation
7602478085598247080;23;Fantasy;1;Platform games
7608627124604638577;43;Party game;9;Metroidvania
7628403986410604032;53;Electronic sports;52;Educational game
7634233986725963042;17;Roguelikes;16;MMORPG
7649151020473886200;48;Advergame;5;Stealth game
7658806185845867471;53;Electronic sports;7;Rhythm games
7661731796870908220;25;Life simulation;45;Logic game
7669338772240383400;50;Casual game;39;Competitive
7675627499712811160;10;Text adventures;41;MMO
7680607526960355234;24;Construction and management simulation;13;Interactive movie
7689794111237532359;39;Competitive;45;Logic game
7690591847189319479;36;Grand strategy wargame;29;Real-time strategy (RTS)
7697679342347300837;6;Survival games;30;Real-time tactics (RTT)
7698090402252013409;12;Visual novels;29;Real-time strategy (RTS)
7705800816108176873;48;Advergame;17;Roguelikes
7706731589189962088;42;Casual games;44;Programming game
7717550710730196114;31;Multiplayer online battle arena (MOBA);8;Survival horror
7720375735240509679;43;Party game;25;Life simulation
7731140678336390732;46;Trivia game;2;Shooter games
7736233778781291338;36;Grand strategy wargame;33;Turn-based strategy (TBS)
7742126175006077963;32;Tower defense;11;Graphic adventures
7746860826783934757;37;Racing;14;Real-time 3D adventures
7763292093495470952;49;Art game;30;Real-time tactics (RTT)
7774270479823803384;5;Stealth game;28;Artillery game
7774516845987079320;49;Art game;7;Rhythm games
7778963263792363467;26;Vehicle simulation;2;Shooter games
7795837746880059104;34;Turn-based tactics (TBT);19;Sandbox RPG
7802391712349977378;32;Tower defense;5;Stealth game
7807677891401917664;11;Graphic adventures;17;Roguelikes
7810102453306316563;3;Fighting games;37;Racing
7810404587507226701;9;Metroidvania;25;Life simulation
7816860440046165943;4;Beat em up games;6;Survival games
7835043568977782134;10;Text adventures;16;MMORPG
7835332103258348138;44;Programming game;3;Fighting games
7837241851265858230;33;Turn-based strategy (TBS);1;Platform games
7849528175983644931;25;Life simulation;44;Programming game
7855319263002207632;44;Programming game;38;Sports game
7857089588537768862;47;Board game / Card game;12;Visual novels
